,load (kW),DAM price (euro/kWh)
1/3/21 0:00,1.152,0.04361
1/3/21 0:15,1.116,0.0425
1/3/21 0:30,1.164,0.0425
1/3/21 0:45,1.2,0.0425
1/3/21 1:00,1.152,0.0425
1/3/21 1:15,1.164,0.04096
1/3/21 1:30,1.2,0.04096
1/3/21 1:45,1.176,0.04096
1/3/21 2:00,1.14,0.04096
1/3/21 2:15,1.2,0.041
1/3/21 2:30,1.164,0.041
1/3/21 2:45,1.176,0.041
1/3/21 3:00,1.212,0.041
1/3/21 3:15,1.212,0.04095
1/3/21 3:30,1.2,0.04095
1/3/21 3:45,1.152,0.04095
1/3/21 4:00,1.212,0.04095
1/3/21 4:15,1.236,0.0408
1/3/21 4:30,1.044,0.0408
1/3/21 4:45,1.152,0.0408
1/3/21 5:00,1.212,0.0408
1/3/21 5:15,1.236,0.04494
1/3/21 5:30,1.152,0.04494
1/3/21 5:45,1.2,0.04494
1/3/21 6:00,1.308,0.04494
1/3/21 6:15,1.26,0.05737
1/3/21 6:30,1.164,0.05737
1/3/21 6:45,1.2,0.05737
1/3/21 7:00,1.236,0.05737
1/3/21 7:15,1.284,0.06509
1/3/21 7:30,1.416,0.06509
1/3/21 7:45,1.452,0.06509
1/3/21 8:00,1.752,0.06509
1/3/21 8:15,0.216,0.06638
1/3/21 8:30,0.168,0.06638
1/3/21 8:45,0.192,0.06638
1/3/21 9:00,0.084,0.06638
1/3/21 9:15,0.072,0.05916
1/3/21 9:30,0.144,0.05916
1/3/21 9:45,0.12,0.05916
1/3/21 10:00,0.456,0.05916
1/3/21 10:15,0.108,0.0524
1/3/21 10:30,0.216,0.0524
1/3/21 10:45,1.788,0.0524
1/3/21 11:00,-2.18E-11,0.0524
1/3/21 11:15,0.12,0.0434
1/3/21 11:30,0.06,0.0434
1/3/21 11:45,0.012,0.0434
1/3/21 12:00,0.036,0.0434
1/3/21 12:15,-0.204,0.04004
1/3/21 12:30,-0.132,0.04004
1/3/21 12:45,-0.048,0.04004
1/3/21 13:00,0.12,0.04004
1/3/21 13:15,-0.108,0.03987
1/3/21 13:30,-0.12,0.03987
1/3/21 13:45,0.024,0.03987
1/3/21 14:00,-0.144,0.03987
1/3/21 14:15,-0.108,0.04003
1/3/21 14:30,-0.288,0.04003
1/3/21 14:45,-0.348,0.04003
1/3/21 15:00,-0.012,0.04003
1/3/21 15:15,-0.252,0.0399
1/3/21 15:30,-0.072,0.0399
1/3/21 15:45,-0.192,0.0399
1/3/21 16:00,2.256,0.0399
1/3/21 16:15,0.144,0.04333
1/3/21 16:30,0,0.04333
1/3/21 16:45,1.884,0.04333
1/3/21 17:00,0.684,0.04333
1/3/21 17:15,0.192,0.055
1/3/21 17:30,3.732,0.055
1/3/21 17:45,0.852,0.055
1/3/21 18:00,0.204,0.055
1/3/21 18:15,0.192,0.06849
1/3/21 18:30,0.228,0.06849
1/3/21 18:45,0.192,0.06849
1/3/21 19:00,0.276,0.06849
1/3/21 19:15,3.336,0.06499
1/3/21 19:30,2.508,0.06499
1/3/21 19:45,0.312,0.06499
1/3/21 20:00,2.46,0.06499
1/3/21 20:15,1.26,0.05736
1/3/21 20:30,1.512,0.05736
1/3/21 20:45,1.512,0.05736
1/3/21 21:00,2.64,0.05736
1/3/21 21:15,1.272,0.05085
1/3/21 21:30,1.212,0.05085
1/3/21 21:45,1.26,0.05085
1/3/21 22:00,1.224,0.05085
1/3/21 22:15,1.188,0.04838
1/3/21 22:30,1.212,0.04838
1/3/21 22:45,1.188,0.04838
1/3/21 23:00,1.188,0.04838
1/3/21 23:15,1.152,0.04442
1/3/21 23:30,1.164,0.04442
1/3/21 23:45,1.176,0.04442
2/3/21 0:00,1.2,0.04442
2/3/21 0:15,1.176,0.04432
2/3/21 0:30,1.14,0.04432
2/3/21 0:45,1.2,0.04432
2/3/21 1:00,1.2,0.04432
2/3/21 1:15,1.176,0.04389
2/3/21 1:30,1.14,0.04389
2/3/21 1:45,1.2,0.04389
2/3/21 2:00,1.224,0.04389
2/3/21 2:15,1.14,0.04336
2/3/21 2:30,1.14,0.04336
2/3/21 2:45,1.152,0.04336
2/3/21 3:00,1.2,0.04336
2/3/21 3:15,1.596,0.04214
2/3/21 3:30,1.956,0.04214
2/3/21 3:45,1.188,0.04214
2/3/21 4:00,1.236,0.04214
2/3/21 4:15,1.212,0.0421
2/3/21 4:30,1.212,0.0421
2/3/21 4:45,1.26,0.0421
2/3/21 5:00,1.164,0.0421
2/3/21 5:15,1.392,0.04727
2/3/21 5:30,1.992,0.04727
2/3/21 5:45,0.132,0.04727
2/3/21 6:00,0.12,0.04727
2/3/21 6:15,0.228,0.05591
2/3/21 6:30,0.264,0.05591
2/3/21 6:45,0.192,0.05591
2/3/21 7:00,0.276,0.05591
2/3/21 7:15,0.348,0.06607
2/3/21 7:30,0.312,0.06607
2/3/21 7:45,0.228,0.06607
2/3/21 8:00,0.6,0.06607
2/3/21 8:15,0.42,0.07104
2/3/21 8:30,0.96,0.07104
2/3/21 8:45,2.136,0.07104
2/3/21 9:00,0.492,0.07104
2/3/21 9:15,0.612,0.05873
2/3/21 9:30,0.504,0.05873
2/3/21 9:45,0.216,0.05873
2/3/21 10:00,0.408,0.05873
2/3/21 10:15,0.324,0.04831
2/3/21 10:30,0.264,0.04831
2/3/21 10:45,0.048,0.04831
2/3/21 11:00,0.096,0.04831
2/3/21 11:15,-0.012,0.0399
2/3/21 11:30,-0.096,0.0399
2/3/21 11:45,-0.06,0.0399
2/3/21 12:00,1.464,0.0399
2/3/21 12:15,1.524,0.0399
2/3/21 12:30,-0.24,0.0399
2/3/21 12:45,-0.216,0.0399
2/3/21 13:00,-0.264,0.0399
2/3/21 13:15,-0.312,0.0399
2/3/21 13:30,-0.192,0.0399
2/3/21 13:45,-0.192,0.0399
2/3/21 14:00,-0.192,0.0399
2/3/21 14:15,-0.174,0.04147
2/3/21 14:30,-0.12,0.04147
2/3/21 14:45,-0.264,0.04147
2/3/21 15:00,-0.216,0.04147
2/3/21 15:15,-0.024,0.04171
2/3/21 15:30,-0.108,0.04171
2/3/21 15:45,-0.144,0.04171
2/3/21 16:00,0.144,0.04171
2/3/21 16:15,0.06,0.05271
2/3/21 16:30,0.024,0.05271
2/3/21 16:45,0.036,0.05271
2/3/21 17:00,0.132,0.05271
2/3/21 17:15,0.18,0.05863
2/3/21 17:30,0.168,0.05863
2/3/21 17:45,0.204,0.05863
2/3/21 18:00,1.74,0.05863
2/3/21 18:15,1.248,0.07931
2/3/21 18:30,1.38,0.07931
2/3/21 18:45,0.924,0.07931
2/3/21 19:00,1.008,0.07931
2/3/21 19:15,2.532,0.07862
2/3/21 19:30,2.052,0.07862
2/3/21 19:45,2.184,0.07862
2/3/21 20:00,0.36,0.07862
2/3/21 20:15,0.36,0.06345
2/3/21 20:30,0.444,0.06345
2/3/21 20:45,1.38,0.06345
2/3/21 21:00,0.288,0.06345
2/3/21 21:15,0.384,0.05692
2/3/21 21:30,0.336,0.05692
2/3/21 21:45,0.516,0.05692
2/3/21 22:00,0.324,0.05692
2/3/21 22:15,1.212,0.05548
2/3/21 22:30,3.372,0.05548
2/3/21 22:45,2.592,0.05548
2/3/21 23:00,1.884,0.05548
2/3/21 23:15,3.408,0.05213
2/3/21 23:30,2.088,0.05213
2/3/21 23:45,1.308,0.05213
3/3/21 0:00,1.8,0.05213
3/3/21 0:15,1.728,0.04611
3/3/21 0:30,1.38,0.04611
3/3/21 0:45,1.272,0.04611
3/3/21 1:00,1.236,0.04611
3/3/21 1:15,1.188,0.04472
3/3/21 1:30,1.224,0.04472
3/3/21 1:45,1.248,0.04472
3/3/21 2:00,1.188,0.04472
3/3/21 2:15,1.212,0.04381
3/3/21 2:30,1.308,0.04381
3/3/21 2:45,1.248,0.04381
3/3/21 3:00,1.188,0.04381
3/3/21 3:15,1.248,0.04393
3/3/21 3:30,1.26,0.04393
3/3/21 3:45,1.188,0.04393
3/3/21 4:00,1.236,0.04393
3/3/21 4:15,1.284,0.04375
3/3/21 4:30,1.248,0.04375
3/3/21 4:45,1.188,0.04375
3/3/21 5:00,1.236,0.04375
3/3/21 5:15,1.26,0.04938
3/3/21 5:30,1.26,0.04938
3/3/21 5:45,1.26,0.04938
3/3/21 6:00,1.212,0.04938
3/3/21 6:15,1.272,0.05899
3/3/21 6:30,1.212,0.05899
3/3/21 6:45,1.248,0.05899
3/3/21 7:00,1.236,0.05899
3/3/21 7:15,1.308,0.06704
3/3/21 7:30,1.32,0.06704
3/3/21 7:45,1.248,0.06704
3/3/21 8:00,1.284,0.06704
3/3/21 8:15,1.308,0.06675
3/3/21 8:30,1.296,0.06675
3/3/21 8:45,1.2,0.06675
3/3/21 9:00,1.188,0.06675
3/3/21 9:15,1.248,0.0582
3/3/21 9:30,0.216,0.0582
3/3/21 9:45,1.056,0.0582
3/3/21 10:00,1.908,0.0582
3/3/21 10:15,0.036,0.0432
3/3/21 10:30,0.036,0.0432
3/3/21 10:45,-0.048,0.0432
3/3/21 11:00,0,0.0432
3/3/21 11:15,-0.036,0.03505
3/3/21 11:30,0.024,0.03505
3/3/21 11:45,0.012,0.03505
3/3/21 12:00,-0.12,0.03505
3/3/21 12:15,-0.276,0.03681
3/3/21 12:30,-0.228,0.03681
3/3/21 12:45,0.132,0.03681
3/3/21 13:00,0.072,0.03681
3/3/21 13:15,0.852,0.03815
3/3/21 13:30,-0.132,0.03815
3/3/21 13:45,-0.288,0.03815
3/3/21 14:00,-0.252,0.03815
3/3/21 14:15,-0.168,0.04257
3/3/21 14:30,-0.108,0.04257
3/3/21 14:45,-0.144,0.04257
3/3/21 15:00,-0.12,0.04257
3/3/21 15:15,0.012,0.0449
3/3/21 15:30,-0.036,0.0449
3/3/21 15:45,-0.096,0.0449
3/3/21 16:00,0.144,0.0449
3/3/21 16:15,0.108,0.04698
3/3/21 16:30,0.048,0.04698
3/3/21 16:45,0.108,0.04698
3/3/21 17:00,0.156,0.04698
3/3/21 17:15,0.18,0.05636
3/3/21 17:30,0.108,0.05636
3/3/21 17:45,0.24,0.05636
3/3/21 18:00,0.132,0.05636
3/3/21 18:15,0.276,0.06768
3/3/21 18:30,0.288,0.06768
3/3/21 18:45,1.668,0.06768
3/3/21 19:00,0.348,0.06768
3/3/21 19:15,0.288,0.07
3/3/21 19:30,0.432,0.07
3/3/21 19:45,1.152,0.07
3/3/21 20:00,4.116,0.07
3/3/21 20:15,2.268,0.06022
3/3/21 20:30,0.912,0.06022
3/3/21 20:45,0.408,0.06022
3/3/21 21:00,0.288,0.06022
3/3/21 21:15,1.632,0.05474
3/3/21 21:30,0.288,0.05474
3/3/21 21:45,0.264,0.05474
3/3/21 22:00,0.252,0.05474
3/3/21 22:15,0.252,0.05224
3/3/21 22:30,0.276,0.05224
3/3/21 22:45,0.216,0.05224
3/3/21 23:00,0.276,0.05224
3/3/21 23:15,0.216,0.05415
3/3/21 23:30,1.908,0.05415
3/3/21 23:45,0.348,0.05415
4/3/21 0:00,0.192,0.05415
4/3/21 0:15,0.228,0.04812
4/3/21 0:30,0.156,0.04812
4/3/21 0:45,0.228,0.04812
4/3/21 1:00,0.984,0.04812
4/3/21 1:15,1.128,0.04614
4/3/21 1:30,1.416,0.04614
4/3/21 1:45,1.44,0.04614
4/3/21 2:00,1.404,0.04614
4/3/21 2:15,1.14,0.04425
4/3/21 2:30,1.248,0.04425
4/3/21 2:45,1.2,0.04425
4/3/21 3:00,1.14,0.04425
4/3/21 3:15,1.176,0.04339
4/3/21 3:30,1.2,0.04339
4/3/21 3:45,1.152,0.04339
4/3/21 4:00,1.176,0.04339
4/3/21 4:15,1.104,0.04396
4/3/21 4:30,1.212,0.04396
4/3/21 4:45,1.14,0.04396
4/3/21 5:00,1.176,0.04396
4/3/21 5:15,1.212,0.04647
4/3/21 5:30,1.2,0.04647
4/3/21 5:45,1.188,0.04647
4/3/21 6:00,1.14,0.04647
4/3/21 6:15,1.212,0.0558
4/3/21 6:30,1.164,0.0558
4/3/21 6:45,1.188,0.0558
4/3/21 7:00,1.2,0.0558
4/3/21 7:15,1.212,0.06201
4/3/21 7:30,1.284,0.06201
4/3/21 7:45,1.248,0.06201
4/3/21 8:00,1.608,0.06201
4/3/21 8:15,1.416,0.06571
4/3/21 8:30,1.332,0.06571
4/3/21 8:45,1.296,0.06571
4/3/21 9:00,2.46,0.06571
4/3/21 9:15,2.004,0.06493
4/3/21 9:30,1.32,0.06493
4/3/21 9:45,1.296,0.06493
4/3/21 10:00,1.392,0.06493
4/3/21 10:15,0.336,0.06005
4/3/21 10:30,0.204,0.06005
4/3/21 10:45,0.228,0.06005
4/3/21 11:00,0.384,0.06005
4/3/21 11:15,0.204,0.05645
4/3/21 11:30,0.156,0.05645
4/3/21 11:45,0.312,0.05645
4/3/21 12:00,0.276,0.05645
4/3/21 12:15,0.192,0.055
4/3/21 12:30,0.228,0.055
4/3/21 12:45,0.156,0.055
4/3/21 13:00,0.216,0.055
4/3/21 13:15,0.216,0.05398
4/3/21 13:30,0.12,0.05398
4/3/21 13:45,0.192,0.05398
4/3/21 14:00,0.228,0.05398
4/3/21 14:15,0.636,0.05323
4/3/21 14:30,2.244,0.05323
4/3/21 14:45,2.232,0.05323
4/3/21 15:00,0.3,0.05323
4/3/21 15:15,0.264,0.05349
4/3/21 15:30,0.264,0.05349
4/3/21 15:45,0.36,0.05349
4/3/21 16:00,0.228,0.05349
4/3/21 16:15,0.36,0.05307
4/3/21 16:30,0.36,0.05307
4/3/21 16:45,0.3,0.05307
4/3/21 17:00,0.372,0.05307
4/3/21 17:15,0.336,0.05609
4/3/21 17:30,0.264,0.05609
4/3/21 17:45,0.66,0.05609
4/3/21 18:00,2.076,0.05609
4/3/21 18:15,0.552,0.06213
4/3/21 18:30,1.368,0.06213
4/3/21 18:45,0.9,0.06213
4/3/21 19:00,0.372,0.06213
4/3/21 19:15,0.408,0.06614
4/3/21 19:30,0.984,0.06614
4/3/21 19:45,0.348,0.06614
4/3/21 20:00,0.504,0.06614
4/3/21 20:15,2.556,0.0576
4/3/21 20:30,0.408,0.0576
4/3/21 20:45,2.064,0.0576
4/3/21 21:00,2.256,0.0576
4/3/21 21:15,2.448,0.0531
4/3/21 21:30,0.36,0.0531
4/3/21 21:45,0.42,0.0531
4/3/21 22:00,0.432,0.0531
4/3/21 22:15,0.36,0.05057
4/3/21 22:30,0.324,0.05057
4/3/21 22:45,0.228,0.05057
4/3/21 23:00,0.96,0.05057
4/3/21 23:15,1.236,0.05286
4/3/21 23:30,1.236,0.05286
4/3/21 23:45,1.704,0.05286
5/3/21 0:00,2.052,0.05286
5/3/21 0:15,0.252,0.04912
5/3/21 0:30,0.228,0.04912
5/3/21 0:45,0.276,0.04912
5/3/21 1:00,0.588,0.04912
5/3/21 1:15,1.248,0.04425
5/3/21 1:30,1.128,0.04425
5/3/21 1:45,1.212,0.04425
5/3/21 2:00,1.272,0.04425
5/3/21 2:15,1.26,0.04265
5/3/21 2:30,1.26,0.04265
5/3/21 2:45,1.2,0.04265
5/3/21 3:00,1.512,0.04265
5/3/21 3:15,1.536,0.04203
5/3/21 3:30,1.428,0.04203
5/3/21 3:45,1.884,0.04203
5/3/21 4:00,2.088,0.04203
5/3/21 4:15,0.216,0.04339
5/3/21 4:30,0.228,0.04339
5/3/21 4:45,0.264,0.04339
5/3/21 5:00,0.324,0.04339
5/3/21 5:15,1.176,0.04476
5/3/21 5:30,1.2,0.04476
5/3/21 5:45,1.284,0.04476
5/3/21 6:00,1.272,0.04476
5/3/21 6:15,1.2,0.05332
5/3/21 6:30,1.212,0.05332
5/3/21 6:45,1.308,0.05332
5/3/21 7:00,1.296,0.05332
5/3/21 7:15,1.272,0.0613
5/3/21 7:30,1.308,0.0613
5/3/21 7:45,2.052,0.0613
5/3/21 8:00,1.848,0.0613
5/3/21 8:15,2.004,0.06797
5/3/21 8:30,1.284,0.06797
5/3/21 8:45,3.036,0.06797
5/3/21 9:00,1.284,0.06797
5/3/21 9:15,1.452,0.06016
5/3/21 9:30,1.368,0.06016
5/3/21 9:45,1.296,0.06016
5/3/21 10:00,1.224,0.06016
5/3/21 10:15,1.344,0.05149
5/3/21 10:30,1.212,0.05149
5/3/21 10:45,1.14,0.05149
5/3/21 11:00,1.104,0.05149
5/3/21 11:15,0.936,0.04892
5/3/21 11:30,0.792,0.04892
5/3/21 11:45,-0.396,0.04892
5/3/21 12:00,-0.252,0.04892
5/3/21 12:15,-0.468,0.04656
5/3/21 12:30,-0.384,0.04656
5/3/21 12:45,-0.312,0.04656
5/3/21 13:00,-0.48,0.04656
5/3/21 13:15,-0.492,0.0431
5/3/21 13:30,-0.336,0.0431
5/3/21 13:45,-0.432,0.0431
5/3/21 14:00,-0.3,0.0431
5/3/21 14:15,-0.336,0.0433
5/3/21 14:30,-0.24,0.0433
5/3/21 14:45,-0.324,0.0433
5/3/21 15:00,-0.204,0.0433
5/3/21 15:15,-0.144,0.0431
5/3/21 15:30,-0.18,0.0431
5/3/21 15:45,1.872,0.0431
5/3/21 16:00,0.24,0.0431
5/3/21 16:15,0.516,0.04668
5/3/21 16:30,-0.12,0.04668
5/3/21 16:45,0.132,0.04668
5/3/21 17:00,0.18,0.04668
5/3/21 17:15,0.108,0.05044
5/3/21 17:30,0.168,0.05044
5/3/21 17:45,0.204,0.05044
5/3/21 18:00,0.18,0.05044
5/3/21 18:15,0.204,0.06416
5/3/21 18:30,0.336,0.06416
5/3/21 18:45,0.372,0.06416
5/3/21 19:00,0.336,0.06416
5/3/21 19:15,0.36,0.06537
5/3/21 19:30,0.42,0.06537
5/3/21 19:45,0.372,0.06537
5/3/21 20:00,0.312,0.06537
5/3/21 20:15,0.384,0.05917
5/3/21 20:30,2.028,0.05917
5/3/21 20:45,2.088,0.05917
5/3/21 21:00,0.312,0.05917
5/3/21 21:15,1.38,0.05534
5/3/21 21:30,1.368,0.05534
5/3/21 21:45,1.272,0.05534
5/3/21 22:00,1.332,0.05534
5/3/21 22:15,1.332,0.05315
5/3/21 22:30,1.308,0.05315
5/3/21 22:45,1.284,0.05315
5/3/21 23:00,1.344,0.05315
5/3/21 23:15,1.272,0.04817
5/3/21 23:30,1.272,0.04817
5/3/21 23:45,1.248,0.04817
6/3/21 0:00,1.296,0.04817
6/3/21 0:15,1.284,0.048
6/3/21 0:30,1.968,0.048
6/3/21 0:45,1.032,0.048
6/3/21 1:00,1.26,0.048
6/3/21 1:15,1.236,0.04585
6/3/21 1:30,1.26,0.04585
6/3/21 1:45,1.248,0.04585
6/3/21 2:00,1.272,0.04585
6/3/21 2:15,1.26,0.04357
6/3/21 2:30,1.224,0.04357
6/3/21 2:45,1.296,0.04357
6/3/21 3:00,1.308,0.04357
6/3/21 3:15,1.26,0.0408
6/3/21 3:30,1.212,0.0408
6/3/21 3:45,1.224,0.0408
6/3/21 4:00,1.272,0.0408
6/3/21 4:15,1.224,0.04036
6/3/21 4:30,1.476,0.04036
6/3/21 4:45,1.512,0.04036
6/3/21 5:00,1.5,0.04036
6/3/21 5:15,1.296,0.04046
6/3/21 5:30,1.284,0.04046
6/3/21 5:45,1.332,0.04046
6/3/21 6:00,1.236,0.04046
6/3/21 6:15,1.236,0.04145
6/3/21 6:30,1.356,0.04145
6/3/21 6:45,1.272,0.04145
6/3/21 7:00,1.236,0.04145
6/3/21 7:15,2.736,0.04648
6/3/21 7:30,1.368,0.04648
6/3/21 7:45,1.188,0.04648
6/3/21 8:00,1.2,0.04648
6/3/21 8:15,2.232,0.04803
6/3/21 8:30,3.108,0.04803
6/3/21 8:45,2.016,0.04803
6/3/21 9:00,1.476,0.04803
6/3/21 9:15,1.44,0.04561
6/3/21 9:30,1.704,0.04561
6/3/21 9:45,1.176,0.04561
6/3/21 10:00,1.74,0.04561
6/3/21 10:15,2.82,0.04073
6/3/21 10:30,0.144,0.04073
6/3/21 10:45,0.048,0.04073
6/3/21 11:00,-0.204,0.04073
6/3/21 11:15,-0.216,0.03975
6/3/21 11:30,-0.024,0.03975
6/3/21 11:45,0.504,0.03975
6/3/21 12:00,0.66,0.03975
6/3/21 12:15,0.66,0.03841
6/3/21 12:30,1.752,0.03841
6/3/21 12:45,1.212,0.03841
6/3/21 13:00,0.948,0.03841
6/3/21 13:15,0.96,0.03762
6/3/21 13:30,0.816,0.03762
6/3/21 13:45,0.564,0.03762
6/3/21 14:00,0.696,0.03762
6/3/21 14:15,0.708,0.0369
6/3/21 14:30,0.132,0.0369
6/3/21 14:45,-0.396,0.0369
6/3/21 15:00,-0.192,0.0369
6/3/21 15:15,-0.156,0.03857
6/3/21 15:30,1.944,0.03857
6/3/21 15:45,0.24,0.03857
6/3/21 16:00,0.336,0.03857
6/3/21 16:15,1.02,0.04027
6/3/21 16:30,1.128,0.04027
6/3/21 16:45,1.068,0.04027
6/3/21 17:00,1.176,0.04027
6/3/21 17:15,1.692,0.04864
6/3/21 17:30,2.076,0.04864
6/3/21 17:45,6.24,0.04864
6/3/21 18:00,3.996,0.04864
6/3/21 18:15,2.088,0.05602
6/3/21 18:30,3.18,0.05602
6/3/21 18:45,1.992,0.05602
6/3/21 19:00,2.016,0.05602
6/3/21 19:15,1.776,0.05887
6/3/21 19:30,1.404,0.05887
6/3/21 19:45,1.548,0.05887
6/3/21 20:00,1.392,0.05887
6/3/21 20:15,1.416,0.05497
6/3/21 20:30,2.004,0.05497
6/3/21 20:45,1.536,0.05497
6/3/21 21:00,2.172,0.05497
6/3/21 21:15,0.588,0.04889
6/3/21 21:30,0.3,0.04889
6/3/21 21:45,0.408,0.04889
6/3/21 22:00,0.432,0.04889
6/3/21 22:15,0.372,0.04968
6/3/21 22:30,0.348,0.04968
6/3/21 22:45,0.384,0.04968
6/3/21 23:00,0.372,0.04968
6/3/21 23:15,0.552,0.04681
6/3/21 23:30,0.288,0.04681
6/3/21 23:45,2.22,0.04681
7/3/21 0:00,0.252,0.04681
7/3/21 0:15,0.264,0.04525
7/3/21 0:30,0.432,0.04525
7/3/21 0:45,2.076,0.04525
7/3/21 1:00,0.312,0.04525
7/3/21 1:15,1.152,0.04424
7/3/21 1:30,1.332,0.04424
7/3/21 1:45,1.284,0.04424
7/3/21 2:00,1.236,0.04424
7/3/21 2:15,1.236,0.04423
7/3/21 2:30,1.344,0.04423
7/3/21 2:45,1.248,0.04423
7/3/21 3:00,1.236,0.04423
7/3/21 3:15,1.344,0.04344
7/3/21 3:30,1.272,0.04344
7/3/21 3:45,1.212,0.04344
7/3/21 4:00,1.272,0.04344
7/3/21 4:15,1.332,0.04213
7/3/21 4:30,1.224,0.04213
7/3/21 4:45,1.224,0.04213
7/3/21 5:00,1.332,0.04213
7/3/21 5:15,1.26,0.04385
7/3/21 5:30,1.236,0.04385
7/3/21 5:45,1.248,0.04385
7/3/21 6:00,1.56,0.04385
7/3/21 6:15,1.464,0.04524
7/3/21 6:30,1.476,0.04524
7/3/21 6:45,1.536,0.04524
7/3/21 7:00,1.308,0.04524
7/3/21 7:15,1.2,0.04444
7/3/21 7:30,2.928,0.04444
7/3/21 7:45,1.38,0.04444
7/3/21 8:00,1.308,0.04444
7/3/21 8:15,1.212,0.04428
7/3/21 8:30,1.272,0.04428
7/3/21 8:45,1.236,0.04428
7/3/21 9:00,1.212,0.04428
7/3/21 9:15,1.188,0.04893
7/3/21 9:30,1.188,0.04893
7/3/21 9:45,1.08,0.04893
7/3/21 10:00,2.016,0.04893
7/3/21 10:15,0.324,0.04421
7/3/21 10:30,0.036,0.04421
7/3/21 10:45,-0.048,0.04421
7/3/21 11:00,-0.228,0.04421
7/3/21 11:15,2.18E-11,0.04261
7/3/21 11:30,0.192,0.04261
7/3/21 11:45,0.588,0.04261
7/3/21 12:00,1.044,0.04261
7/3/21 12:15,1.08,0.04352
7/3/21 12:30,0.996,0.04352
7/3/21 12:45,1.2,0.04352
7/3/21 13:00,2.484,0.04352
7/3/21 13:15,0.912,0.04052
7/3/21 13:30,0.864,0.04052
7/3/21 13:45,0.792,0.04052
7/3/21 14:00,0.132,0.04052
7/3/21 14:15,0.072,0.03811
7/3/21 14:30,2.124,0.03811
7/3/21 14:45,0.576,0.03811
7/3/21 15:00,0.024,0.03811
7/3/21 15:15,-0.036,0.04
7/3/21 15:30,0.312,0.04
7/3/21 15:45,0.06,0.04
7/3/21 16:00,0.012,0.04
7/3/21 16:15,0.12,0.0424
7/3/21 16:30,0.18,0.0424
7/3/21 16:45,-0.132,0.0424
7/3/21 17:00,0.06,0.0424
7/3/21 17:15,0.036,0.04767
7/3/21 17:30,0.132,0.04767
7/3/21 17:45,0.06,0.04767
7/3/21 18:00,0.264,0.04767
7/3/21 18:15,0.312,0.05584
7/3/21 18:30,0.636,0.05584
7/3/21 18:45,0.48,0.05584
7/3/21 19:00,0.54,0.05584
7/3/21 19:15,0.564,0.06091
7/3/21 19:30,0.396,0.06091
7/3/21 19:45,2.028,0.06091
7/3/21 20:00,2.064,0.06091
7/3/21 20:15,0.288,0.05677
7/3/21 20:30,0.3,0.05677
7/3/21 20:45,0.372,0.05677
7/3/21 21:00,0.384,0.05677
7/3/21 21:15,0.252,0.05427
7/3/21 21:30,0.252,0.05427
7/3/21 21:45,0.36,0.05427
7/3/21 22:00,0.24,0.05427
7/3/21 22:15,0.228,0.053
7/3/21 22:30,1.32,0.053
7/3/21 22:45,1.224,0.053
7/3/21 23:00,2.136,0.053
7/3/21 23:15,1.14,0.04899
7/3/21 23:30,3.336,0.04899
7/3/21 23:45,1.176,0.04899
8/3/21 0:00,0.168,0.04899
8/3/21 0:15,0.216,0.0473
8/3/21 0:30,0.24,0.0473
8/3/21 0:45,0.18,0.0473
8/3/21 1:00,0.168,0.0473
8/3/21 1:15,1.104,0.0455
8/3/21 1:30,1.212,0.0455
8/3/21 1:45,1.14,0.0455
8/3/21 2:00,1.188,0.0455
8/3/21 2:15,1.212,0.04448
8/3/21 2:30,1.2,0.04448
8/3/21 2:45,1.152,0.04448
8/3/21 3:00,1.2,0.04448
8/3/21 3:15,1.212,0.04302
8/3/21 3:30,1.2,0.04302
8/3/21 3:45,1.188,0.04302
8/3/21 4:00,1.164,0.04302
8/3/21 4:15,1.224,0.045
8/3/21 4:30,1.212,0.045
8/3/21 4:45,1.188,0.045
8/3/21 5:00,1.152,0.045
8/3/21 5:15,1.212,0.05006
8/3/21 5:30,1.212,0.05006
8/3/21 5:45,1.164,0.05006
8/3/21 6:00,1.176,0.05006
8/3/21 6:15,1.284,0.06392
8/3/21 6:30,1.152,0.06392
8/3/21 6:45,1.176,0.06392
8/3/21 7:00,1.224,0.06392
8/3/21 7:15,1.248,0.07927
8/3/21 7:30,1.308,0.07927
8/3/21 7:45,1.392,0.07927
8/3/21 8:00,1.512,0.07927
8/3/21 8:15,3.684,0.08666
8/3/21 8:30,1.464,0.08666
8/3/21 8:45,0.192,0.08666
8/3/21 9:00,0.288,0.08666
8/3/21 9:15,0.18,0.0679
8/3/21 9:30,-0.084,0.0679
8/3/21 9:45,0.084,0.0679
8/3/21 10:00,1.752,0.0679
8/3/21 10:15,2.484,0.05934
8/3/21 10:30,0.696,0.05934
8/3/21 10:45,0.696,0.05934
8/3/21 11:00,0.576,0.05934
8/3/21 11:15,0.48,0.05773
8/3/21 11:30,0.552,0.05773
8/3/21 11:45,0.528,0.05773
8/3/21 12:00,0.468,0.05773
8/3/21 12:15,1.068,0.05499
8/3/21 12:30,-0.36,0.05499
8/3/21 12:45,-0.288,0.05499
8/3/21 13:00,-0.528,0.05499
8/3/21 13:15,-0.54,0.05327
8/3/21 13:30,-0.564,0.05327
8/3/21 13:45,-0.096,0.05327
8/3/21 14:00,-0.096,0.05327
8/3/21 14:15,-0.384,0.05415
8/3/21 14:30,-0.384,0.05415
8/3/21 14:45,-0.384,0.05415
8/3/21 15:00,-0.288,0.05415
