,load (kW),DAM price (euro/kWh)
8/3/21 15:15,-0.336,0.05541
8/3/21 15:30,-0.108,0.05541
8/3/21 15:45,-0.156,0.05541
8/3/21 16:00,-0.048,0.05541
8/3/21 16:15,-0.096,0.05864
8/3/21 16:30,0.396,0.05864
8/3/21 16:45,1.872,0.05864
8/3/21 17:00,0.06,0.05864
8/3/21 17:15,0.216,0.07
8/3/21 17:30,0.252,0.07
8/3/21 17:45,4.248,0.07
8/3/21 18:00,1.896,0.07
8/3/21 18:15,0.168,0.10087
8/3/21 18:30,0.348,0.10087
8/3/21 18:45,0.276,0.10087
8/3/21 19:00,0.888,0.10087
8/3/21 19:15,0.264,0.10371
8/3/21 19:30,1.98,0.10371
8/3/21 19:45,2.112,0.10371
8/3/21 20:00,0.324,0.10371
8/3/21 20:15,0.468,0.06618
8/3/21 20:30,0.492,0.06618
8/3/21 20:45,0.66,0.06618
8/3/21 21:00,0.48,0.06618
8/3/21 21:15,0.396,0.05916
8/3/21 21:30,0.312,0.05916
8/3/21 21:45,0.3,0.05916
8/3/21 22:00,0.396,0.05916
8/3/21 22:15,0.432,0.05687
8/3/21 22:30,1.992,0.05687
8/3/21 22:45,1.776,0.05687
8/3/21 23:00,2.616,0.05687
8/3/21 23:15,4.164,0.05344
8/3/21 23:30,0.312,0.05344
8/3/21 23:45,0.708,0.05344
9/3/21 0:00,0.276,0.05344
9/3/21 0:15,0.24,0.05511
9/3/21 0:30,3.36,0.05511
9/3/21 0:45,2.112,0.05511
9/3/21 1:00,1.164,0.05511
9/3/21 1:15,1.164,0.04666
9/3/21 1:30,1.272,0.04666
9/3/21 1:45,1.224,0.04666
9/3/21 2:00,1.212,0.04666
9/3/21 2:15,1.212,0.04377
9/3/21 2:30,1.188,0.04377
9/3/21 2:45,1.236,0.04377
9/3/21 3:00,1.236,0.04377
9/3/21 3:15,1.236,0.04309
9/3/21 3:30,1.176,0.04309
9/3/21 3:45,1.236,0.04309
9/3/21 4:00,1.296,0.04309
9/3/21 4:15,1.248,0.04359
9/3/21 4:30,1.188,0.04359
9/3/21 4:45,1.2,0.04359
9/3/21 5:00,1.296,0.04359
9/3/21 5:15,1.272,0.04826
9/3/21 5:30,1.26,0.04826
9/3/21 5:45,1.248,0.04826
9/3/21 6:00,1.188,0.04826
9/3/21 6:15,1.236,0.0617
9/3/21 6:30,1.272,0.0617
9/3/21 6:45,1.308,0.0617
9/3/21 7:00,1.212,0.0617
9/3/21 7:15,1.212,0.0734
9/3/21 7:30,1.248,0.0734
9/3/21 7:45,1.308,0.0734
9/3/21 8:00,1.812,0.0734
9/3/21 8:15,2.016,0.08135
9/3/21 8:30,2.052,0.08135
9/3/21 8:45,0.252,0.08135
9/3/21 9:00,0.504,0.08135
9/3/21 9:15,0.48,0.07255
9/3/21 9:30,0.312,0.07255
9/3/21 9:45,2.124,0.07255
9/3/21 10:00,0.12,0.07255
9/3/21 10:15,2.18E-11,0.06302
9/3/21 10:30,0.036,0.06302
9/3/21 10:45,0.012,0.06302
9/3/21 11:00,0.144,0.06302
9/3/21 11:15,-0.216,0.0597
9/3/21 11:30,0.18,0.0597
9/3/21 11:45,-0.24,0.0597
9/3/21 12:00,-2.18E-11,0.0597
9/3/21 12:15,-0.024,0.05794
9/3/21 12:30,0.312,0.05794
9/3/21 12:45,0.192,0.05794
9/3/21 13:00,0.012,0.05794
9/3/21 13:15,0.156,0.05647
9/3/21 13:30,1.608,0.05647
9/3/21 13:45,1.572,0.05647
9/3/21 14:00,1.872,0.05647
9/3/21 14:15,0.108,0.05649
9/3/21 14:30,0.084,0.05649
9/3/21 14:45,0.048,0.05649
9/3/21 15:00,0.216,0.05649
9/3/21 15:15,0.252,0.05645
9/3/21 15:30,0.12,0.05645
9/3/21 15:45,0.216,0.05645
9/3/21 16:00,0.444,0.05645
9/3/21 16:15,0.312,0.05605
9/3/21 16:30,0.192,0.05605
9/3/21 16:45,0.276,0.05605
9/3/21 17:00,0.252,0.05605
9/3/21 17:15,3.156,0.065
9/3/21 17:30,1.056,0.065
9/3/21 17:45,0.972,0.065
9/3/21 18:00,0.876,0.065
9/3/21 18:15,1.26,0.09016
9/3/21 18:30,0.336,0.09016
9/3/21 18:45,1.044,0.09016
9/3/21 19:00,2.1,0.09016
9/3/21 19:15,0.348,0.0933
9/3/21 19:30,2.352,0.0933
9/3/21 19:45,0.408,0.0933
9/3/21 20:00,0.384,0.0933
9/3/21 20:15,0.396,0.07
9/3/21 20:30,2.412,0.07
9/3/21 20:45,0.36,0.07
9/3/21 21:00,1.596,0.07
9/3/21 21:15,0.348,0.0617
9/3/21 21:30,0.36,0.0617
9/3/21 21:45,0.48,0.0617
9/3/21 22:00,0.348,0.0617
9/3/21 22:15,1.212,0.0583
9/3/21 22:30,1.284,0.0583
9/3/21 22:45,1.296,0.0583
9/3/21 23:00,1.224,0.0583
9/3/21 23:15,1.224,0.051
9/3/21 23:30,1.236,0.051
9/3/21 23:45,1.224,0.051
10/3/21 0:00,1.428,0.051
10/3/21 0:15,1.488,0.05557
10/3/21 0:30,1.536,0.05557
10/3/21 0:45,1.152,0.05557
10/3/21 1:00,1.188,0.05557
10/3/21 1:15,1.248,0.05305
10/3/21 1:30,1.284,0.05305
10/3/21 1:45,1.188,0.05305
10/3/21 2:00,0.216,0.05305
10/3/21 2:15,0.336,0.05003
10/3/21 2:30,0.24,0.05003
10/3/21 2:45,0.216,0.05003
10/3/21 3:00,0.24,0.05003
10/3/21 3:15,0.336,0.04904
10/3/21 3:30,0.228,0.04904
10/3/21 3:45,0.216,0.04904
10/3/21 4:00,0.276,0.04904
10/3/21 4:15,0.216,0.049
10/3/21 4:30,1.092,0.049
10/3/21 4:45,1.176,0.049
10/3/21 5:00,1.956,0.049
10/3/21 5:15,1.236,0.05308
10/3/21 5:30,1.212,0.05308
10/3/21 5:45,1.296,0.05308
10/3/21 6:00,1.248,0.05308
10/3/21 6:15,1.248,0.0589
10/3/21 6:30,1.212,0.0589
10/3/21 6:45,1.236,0.0589
10/3/21 7:00,1.26,0.0589
10/3/21 7:15,3.228,0.0699
10/3/21 7:30,1.308,0.0699
10/3/21 7:45,1.26,0.0699
10/3/21 8:00,1.296,0.0699
10/3/21 8:15,1.296,0.06808
10/3/21 8:30,1.248,0.06808
10/3/21 8:45,1.152,0.06808
10/3/21 9:00,1.296,0.06808
10/3/21 9:15,1.164,0.05635
10/3/21 9:30,1.176,0.05635
10/3/21 9:45,1.248,0.05635
10/3/21 10:00,1.272,0.05635
10/3/21 10:15,1.128,0.04641
10/3/21 10:30,1.104,0.04641
10/3/21 10:45,1.08,0.04641
10/3/21 11:00,1.248,0.04641
10/3/21 11:15,1.164,0.04744
10/3/21 11:30,0.096,0.04744
10/3/21 11:45,0.444,0.04744
10/3/21 12:00,0.108,0.04744
10/3/21 12:15,0.144,0.0409
10/3/21 12:30,-0.036,0.0409
10/3/21 12:45,0.096,0.0409
10/3/21 13:00,0.216,0.0409
10/3/21 13:15,0.24,0.0409
10/3/21 13:30,0.156,0.0409
10/3/21 13:45,0.024,0.0409
10/3/21 14:00,-0.12,0.0409
10/3/21 14:15,-0.108,0.0409
10/3/21 14:30,0.084,0.0409
10/3/21 14:45,0.06,0.0409
10/3/21 15:00,0.084,0.0409
10/3/21 15:15,0.12,0.04363
10/3/21 15:30,0.276,0.04363
10/3/21 15:45,1.824,0.04363
10/3/21 16:00,2.004,0.04363
10/3/21 16:15,0.252,0.04382
10/3/21 16:30,0.216,0.04382
10/3/21 16:45,0.276,0.04382
10/3/21 17:00,0.3,0.04382
10/3/21 17:15,0.24,0.0538
10/3/21 17:30,0.132,0.0538
10/3/21 17:45,1.56,0.0538
10/3/21 18:00,2.34,0.0538
10/3/21 18:15,0.864,0.05833
10/3/21 18:30,0.864,0.05833
10/3/21 18:45,0.996,0.05833
10/3/21 19:00,2.436,0.05833
10/3/21 19:15,2.52,0.05446
10/3/21 19:30,2.724,0.05446
10/3/21 19:45,0.912,0.05446
10/3/21 20:00,0.408,0.05446
10/3/21 20:15,0.924,0.03879
10/3/21 20:30,0.336,0.03879
10/3/21 20:45,0.324,0.03879
10/3/21 21:00,0.216,0.03879
10/3/21 21:15,0.312,0.03921
10/3/21 21:30,0.3,0.03921
10/3/21 21:45,0.3,0.03921
10/3/21 22:00,0.3,0.03921
10/3/21 22:15,0.36,0.03068
10/3/21 22:30,0.312,0.03068
10/3/21 22:45,0.24,0.03068
10/3/21 23:00,2.136,0.03068
10/3/21 23:15,0.66,0.01598
10/3/21 23:30,0.996,0.01598
10/3/21 23:45,0.264,0.01598
11/3/21 0:00,0.324,0.01598
11/3/21 0:15,0.216,0
11/3/21 0:30,2.268,0
11/3/21 0:45,0.108,0
11/3/21 1:00,0.18,0
11/3/21 1:15,0.216,0.0001
11/3/21 1:30,0.264,0.0001
11/3/21 1:45,0.54,0.0001
11/3/21 2:00,0.492,0.0001
11/3/21 2:15,0.432,-0.00999
11/3/21 2:30,0.204,-0.00999
11/3/21 2:45,0.228,-0.00999
11/3/21 3:00,0.216,-0.00999
11/3/21 3:15,0.18,-0.01
11/3/21 3:30,0.276,-0.01
11/3/21 3:45,0.228,-0.01
11/3/21 4:00,0.168,-0.01
11/3/21 4:15,0.216,-0.01
11/3/21 4:30,0.228,-0.01
11/3/21 4:45,0.18,-0.01
11/3/21 5:00,0.18,-0.01
11/3/21 5:15,0.276,-0.01
11/3/21 5:30,0.228,-0.01
11/3/21 5:45,0.156,-0.01
11/3/21 6:00,0.228,-0.01
11/3/21 6:15,0.228,0.02497
11/3/21 6:30,0.168,0.02497
11/3/21 6:45,0.168,0.02497
11/3/21 7:00,1.992,0.02497
11/3/21 7:15,2.016,0.04778
11/3/21 7:30,0.18,0.04778
11/3/21 7:45,0.18,0.04778
11/3/21 8:00,0.276,0.04778
11/3/21 8:15,0.24,0.05303
11/3/21 8:30,0.096,0.05303
11/3/21 8:45,0.324,0.05303
11/3/21 9:00,0.18,0.05303
11/3/21 9:15,0.168,0.05222
11/3/21 9:30,0.144,0.05222
11/3/21 9:45,0.228,0.05222
11/3/21 10:00,-0.072,0.05222
11/3/21 10:15,0.18,0.0101
11/3/21 10:30,0.084,0.0101
11/3/21 10:45,0.096,0.0101
11/3/21 11:00,0.12,0.0101
11/3/21 11:15,0.096,-0.05
11/3/21 11:30,0.192,-0.05
11/3/21 11:45,-0.036,-0.05
11/3/21 12:00,0.048,-0.05
11/3/21 12:15,0.096,-0.0515
11/3/21 12:30,-0.084,-0.0515
11/3/21 12:45,-0.12,-0.0515
11/3/21 13:00,-0.012,-0.0515
11/3/21 13:15,-0.072,-0.05004
11/3/21 13:30,-0.216,-0.05004
11/3/21 13:45,-0.324,-0.05004
11/3/21 14:00,0.048,-0.05004
11/3/21 14:15,0.144,-0.05
11/3/21 14:30,0.252,-0.05
11/3/21 14:45,0.228,-0.05
11/3/21 15:00,0.3,-0.05
11/3/21 15:15,2.18E-11,-0.005
11/3/21 15:30,0.132,-0.005
11/3/21 15:45,0.252,-0.005
11/3/21 16:00,0.18,-0.005
11/3/21 16:15,0.228,-0.05
11/3/21 16:30,0.132,-0.05
11/3/21 16:45,0.228,-0.05
11/3/21 17:00,0.12,-0.05
11/3/21 17:15,0.276,0.005
11/3/21 17:30,0.276,0.005
11/3/21 17:45,0.324,0.005
11/3/21 18:00,0.276,0.005
11/3/21 18:15,1.188,0.04833
11/3/21 18:30,1.992,0.04833
11/3/21 18:45,1.932,0.04833
11/3/21 19:00,1.284,0.04833
11/3/21 19:15,1.272,0.0525
11/3/21 19:30,1.272,0.0525
11/3/21 19:45,1.248,0.0525
11/3/21 20:00,1.356,0.0525
11/3/21 20:15,1.332,0.03998
11/3/21 20:30,1.32,0.03998
11/3/21 20:45,2.1,0.03998
11/3/21 21:00,0.36,0.03998
11/3/21 21:15,1.86,0
11/3/21 21:30,0.264,0
11/3/21 21:45,0.312,0
11/3/21 22:00,0.396,0
11/3/21 22:15,0.372,-0.022
11/3/21 22:30,0.348,-0.022
11/3/21 22:45,0.324,-0.022
11/3/21 23:00,0.324,-0.022
11/3/21 23:15,0.264,-0.0096
11/3/21 23:30,0.264,-0.0096
11/3/21 23:45,0.78,-0.0096
12/3/21 0:00,2.016,-0.0096
12/3/21 0:15,0.24,0.03009
12/3/21 0:30,1.176,0.03009
12/3/21 0:45,1.224,0.03009
12/3/21 1:00,1.236,0.03009
12/3/21 1:15,1.212,0.02382
12/3/21 1:30,1.188,0.02382
12/3/21 1:45,1.248,0.02382
12/3/21 2:00,1.284,0.02382
12/3/21 2:15,1.212,0.02163
12/3/21 2:30,1.188,0.02163
12/3/21 2:45,1.248,0.02163
12/3/21 3:00,1.332,0.02163
12/3/21 3:15,1.44,0.01472
12/3/21 3:30,1.464,0.01472
12/3/21 3:45,1.548,0.01472
12/3/21 4:00,1.224,0.01472
12/3/21 4:15,1.188,0.01585
12/3/21 4:30,1.26,0.01585
12/3/21 4:45,1.308,0.01585
12/3/21 5:00,1.2,0.01585
12/3/21 5:15,1.188,0.02837
12/3/21 5:30,1.308,0.02837
12/3/21 5:45,1.26,0.02837
12/3/21 6:00,1.188,0.02837
12/3/21 6:15,1.188,0.03989
12/3/21 6:30,1.32,0.03989
12/3/21 6:45,1.2,0.03989
12/3/21 7:00,1.176,0.03989
12/3/21 7:15,1.272,0.051
12/3/21 7:30,1.296,0.051
12/3/21 7:45,1.188,0.051
12/3/21 8:00,2.496,0.051
12/3/21 8:15,1.2,0.05567
12/3/21 8:30,2.928,0.05567
12/3/21 8:45,1.032,0.05567
12/3/21 9:00,1.116,0.05567
12/3/21 9:15,0.072,0.04868
12/3/21 9:30,-0.06,0.04868
12/3/21 9:45,-0.276,0.04868
12/3/21 10:00,-0.18,0.04868
12/3/21 10:15,-0.156,0.04464
12/3/21 10:30,-0.108,0.04464
12/3/21 10:45,0.072,0.04464
12/3/21 11:00,0.18,0.04464
12/3/21 11:15,-0.216,0.03242
12/3/21 11:30,-0.084,0.03242
12/3/21 11:45,0.228,0.03242
12/3/21 12:00,0.108,0.03242
12/3/21 12:15,0.048,0.03632
12/3/21 12:30,-0.108,0.03632
12/3/21 12:45,1.08,0.03632
12/3/21 13:00,-0.06,0.03632
12/3/21 13:15,-0.108,0.03285
12/3/21 13:30,-0.012,0.03285
12/3/21 13:45,0.132,0.03285
12/3/21 14:00,-0.156,0.03285
12/3/21 14:15,1.944,0.03238
12/3/21 14:30,1.56,0.03238
12/3/21 14:45,-0.06,0.03238
12/3/21 15:00,-0.024,0.03238
12/3/21 15:15,0.168,0.0319
12/3/21 15:30,0.108,0.0319
12/3/21 15:45,0.072,0.0319
12/3/21 16:00,0.252,0.0319
12/3/21 16:15,0.276,0.03099
12/3/21 16:30,0.324,0.03099
12/3/21 16:45,0.096,0.03099
12/3/21 17:00,0.18,0.03099
12/3/21 17:15,0.204,0.04109
12/3/21 17:30,1.644,0.04109
12/3/21 17:45,1.752,0.04109
12/3/21 18:00,1.308,0.04109
12/3/21 18:15,0.756,0.05062
12/3/21 18:30,0.852,0.05062
12/3/21 18:45,2.328,0.05062
12/3/21 19:00,2.484,0.05062
12/3/21 19:15,2.568,0.0546
12/3/21 19:30,2.016,0.0546
12/3/21 19:45,2.016,0.0546
12/3/21 20:00,0.336,0.0546
12/3/21 20:15,0.3,0.05136
12/3/21 20:30,0.312,0.05136
12/3/21 20:45,0.336,0.05136
12/3/21 21:00,0.336,0.05136
12/3/21 21:15,0.312,0.04064
12/3/21 21:30,0.252,0.04064
12/3/21 21:45,0.312,0.04064
12/3/21 22:00,0.288,0.04064
12/3/21 22:15,0.252,0.041
12/3/21 22:30,0.252,0.041
12/3/21 22:45,1.428,0.041
12/3/21 23:00,2.292,0.041
12/3/21 23:15,0.756,0.04099
12/3/21 23:30,0.228,0.04099
12/3/21 23:45,0.264,0.04099
13/03/21 00:00,0.18,0.04099
13/03/21 00:15,0.168,0.02918
13/03/21 00:30,0.24,0.02918
13/03/21 00:45,0.264,0.02918
13/03/21 01:00,0.168,0.02918
13/03/21 01:15,0.156,0.0246
13/03/21 01:30,0.288,0.0246
13/03/21 01:45,0.192,0.0246
13/03/21 02:00,0.168,0.0246
13/03/21 02:15,0.192,0.0212
13/03/21 02:30,0.276,0.0212
13/03/21 02:45,1.116,0.0212
13/03/21 03:00,1.128,0.0212
13/03/21 03:15,1.236,0.01454
13/03/21 03:30,1.2,0.01454
13/03/21 03:45,1.128,0.01454
13/03/21 04:00,1.14,0.01454
13/03/21 04:15,1.248,0.01552
13/03/21 04:30,1.212,0.01552
13/03/21 04:45,1.392,0.01552
13/03/21 05:00,1.44,0.01552
13/03/21 05:15,1.464,0.01917
13/03/21 05:30,1.26,0.01917
13/03/21 05:45,1.14,0.01917
13/03/21 06:00,1.188,0.01917
13/03/21 06:15,1.2,0.02256
13/03/21 06:30,1.164,0.02256
13/03/21 06:45,1.188,0.02256
13/03/21 07:00,1.152,0.02256
13/03/21 07:15,1.2,0.01523
13/03/21 07:30,1.992,0.01523
13/03/21 07:45,1.248,0.01523
13/03/21 08:00,1.68,0.01523
13/03/21 08:15,1.932,-0.005
13/03/21 08:30,1.644,-0.005
13/03/21 08:45,1.716,-0.005
13/03/21 09:00,4.152,-0.005
13/03/21 09:15,2.46,-0.001
13/03/21 09:30,3.24,-0.001
13/03/21 09:45,1.152,-0.001
13/03/21 10:00,1.176,-0.001
13/03/21 10:15,1.056,8.00E-05
13/03/21 10:30,1.188,8.00E-05
13/03/21 10:45,0.972,8.00E-05
13/03/21 11:00,0.012,8.00E-05
13/03/21 11:15,-0.228,0
13/03/21 11:30,0.12,0
13/03/21 11:45,-0.108,0
13/03/21 12:00,-0.18,0
13/03/21 12:15,-0.384,-0.0101
13/03/21 12:30,-0.24,-0.0101
13/03/21 12:45,-0.132,-0.0101
13/03/21 13:00,-0.336,-0.0101
13/03/21 13:15,-0.024,-0.015
13/03/21 13:30,-0.276,-0.015
13/03/21 13:45,-0.12,-0.015
13/03/21 14:00,0.012,-0.015
13/03/21 14:15,-2.18E-11,-0.00874
13/03/21 14:30,-0.276,-0.00874
13/03/21 14:45,-0.036,-0.00874
13/03/21 15:00,1.824,-0.00874
13/03/21 15:15,-0.108,-0.01241
13/03/21 15:30,0.108,-0.01241
13/03/21 15:45,0.192,-0.01241
13/03/21 16:00,0.18,-0.01241
13/03/21 16:15,1.824,-0.00952
13/03/21 16:30,2.124,-0.00952
13/03/21 16:45,0.408,-0.00952
13/03/21 17:00,0.072,-0.00952
13/03/21 17:15,0.192,0.01491
13/03/21 17:30,0.312,0.01491
13/03/21 17:45,0.384,0.01491
13/03/21 18:00,0.408,0.01491
13/03/21 18:15,3.36,0.0325
13/03/21 18:30,1.212,0.0325
13/03/21 18:45,0.216,0.0325
13/03/21 19:00,0.36,0.0325
13/03/21 19:15,0.276,0.04565
13/03/21 19:30,0.252,0.04565
13/03/21 19:45,0.336,0.04565
13/03/21 20:00,0.348,0.04565
13/03/21 20:15,0.3,0.03382
13/03/21 20:30,0.276,0.03382
13/03/21 20:45,0.636,0.03382
13/03/21 21:00,1.896,0.03382
13/03/21 21:15,0.36,0.02389
13/03/21 21:30,1.044,0.02389
13/03/21 21:45,0.336,0.02389
13/03/21 22:00,2.256,0.02389
13/03/21 22:15,0.264,0.03195
13/03/21 22:30,1.968,0.03195
13/03/21 22:45,1.992,0.03195
13/03/21 23:00,0.276,0.03195
13/03/21 23:15,0.18,0.02977
13/03/21 23:30,0.18,0.02977
13/03/21 23:45,0.12,0.02977
14/03/21 00:00,0.192,0.02977
14/03/21 00:15,0.3,0.02343
14/03/21 00:30,0.168,0.02343
14/03/21 00:45,0.132,0.02343
14/03/21 01:00,0.192,0.02343
14/03/21 01:15,0.252,0.01854
14/03/21 01:30,1.86,0.01854
14/03/21 01:45,1.956,0.01854
14/03/21 02:00,0.276,0.01854
14/03/21 02:15,1.116,0.02151
14/03/21 02:30,1.116,0.02151
14/03/21 02:45,1.2,0.02151
14/03/21 03:00,1.236,0.02151
14/03/21 03:15,1.14,0.0172
14/03/21 03:30,1.14,0.0172
14/03/21 03:45,1.236,0.0172
14/03/21 04:00,1.2,0.0172
14/03/21 04:15,1.14,0.01704
14/03/21 04:30,1.152,0.01704
14/03/21 04:45,1.188,0.01704
14/03/21 05:00,1.152,0.01704
14/03/21 05:15,1.152,0.01372
14/03/21 05:30,1.188,0.01372
14/03/21 05:45,1.152,0.01372
14/03/21 06:00,1.224,0.01372
14/03/21 06:15,1.452,0.00308
14/03/21 06:30,1.5,0.00308
14/03/21 06:45,1.44,0.00308
14/03/21 07:00,1.152,0.00308
14/03/21 07:15,1.308,0.00401
14/03/21 07:30,1.236,0.00401
14/03/21 07:45,1.248,0.00401
14/03/21 08:00,1.248,0.00401
14/03/21 08:15,1.284,0.00561
14/03/21 08:30,1.116,0.00561
14/03/21 08:45,1.104,0.00561
14/03/21 09:00,1.116,0.00561
14/03/21 09:15,0.864,0.01991
14/03/21 09:30,0.852,0.01991
14/03/21 09:45,0.984,0.01991
14/03/21 10:00,0.9,0.01991
14/03/21 10:15,-0.156,0.01078
14/03/21 10:30,-0.156,0.01078
14/03/21 10:45,-0.12,0.01078
14/03/21 11:00,-0.228,0.01078
14/03/21 11:15,-0.396,0.00797
14/03/21 11:30,-0.18,0.00797
14/03/21 11:45,-0.12,0.00797
14/03/21 12:00,-0.228,0.00797
14/03/21 12:15,-0.18,0.00645
14/03/21 12:30,0.048,0.00645
14/03/21 12:45,-0.252,0.00645
14/03/21 13:00,-0.228,0.00645
14/03/21 13:15,-0.144,-0.00365
14/03/21 13:30,-0.252,-0.00365
14/03/21 13:45,-0.18,-0.00365
14/03/21 14:00,-0.132,-0.00365
14/03/21 14:15,0.12,-0.00213
14/03/21 14:30,-2.18E-11,-0.00213
14/03/21 14:45,-0.108,-0.00213
14/03/21 15:00,-0.276,-0.00213
14/03/21 15:15,-0.096,-0.00064
14/03/21 15:30,-0.132,-0.00064
14/03/21 15:45,-0.06,-0.00064
14/03/21 16:00,0.024,-0.00064
14/03/21 16:15,0.072,0.01006
14/03/21 16:30,-0.108,0.01006
14/03/21 16:45,0.024,0.01006
14/03/21 17:00,0.216,0.01006
14/03/21 17:15,-0.036,0.02747
14/03/21 17:30,0,0.02747
14/03/21 17:45,0.06,0.02747
14/03/21 18:00,0.108,0.02747
14/03/21 18:15,0.18,0.0497
14/03/21 18:30,0.18,0.0497
14/03/21 18:45,0.192,0.0497
14/03/21 19:00,0.516,0.0497
14/03/21 19:15,0.492,0.05872
14/03/21 19:30,0.504,0.05872
14/03/21 19:45,0.204,0.05872
14/03/21 20:00,0.264,0.05872
14/03/21 20:15,0.228,0.05229
14/03/21 20:30,0.24,0.05229
14/03/21 20:45,0.228,0.05229
14/03/21 21:00,0.264,0.05229
14/03/21 21:15,0.252,0.0478
14/03/21 21:30,0.396,0.0478
14/03/21 21:45,1.944,0.0478
14/03/21 22:00,0.192,0.0478
14/03/21 22:15,0.192,0.0469
14/03/21 22:30,0.144,0.0469
14/03/21 22:45,0.216,0.0469
14/03/21 23:00,0.252,0.0469
14/03/21 23:15,0.156,0.04319
14/03/21 23:30,0.144,0.04319
14/03/21 23:45,0.24,0.04319
15/03/21 00:00,0.252,0.04319
15/03/21 00:15,0.168,0.04673
15/03/21 00:30,0.168,0.04673
15/03/21 00:45,0.972,0.04673
15/03/21 01:00,1.92,0.04673
15/03/21 01:15,0.204,0.04188
15/03/21 01:30,0.24,0.04188
15/03/21 01:45,0.252,0.04188
15/03/21 02:00,0.168,0.04188
15/03/21 02:15,0.156,0.03755
15/03/21 02:30,0.276,0.03755
15/03/21 02:45,0.18,0.03755
15/03/21 03:00,0.168,0.03755
15/03/21 03:15,0.204,0.03503
15/03/21 03:30,0.252,0.03503
15/03/21 03:45,0.168,0.03503
15/03/21 04:00,1.74,0.03503
15/03/21 04:15,2.052,0.03359
15/03/21 04:30,1.176,0.03359
15/03/21 04:45,1.104,0.03359
15/03/21 05:00,1.14,0.03359
15/03/21 05:15,1.224,0.04099
15/03/21 05:30,1.176,0.04099
15/03/21 05:45,1.116,0.04099
15/03/21 06:00,1.164,0.04099
15/03/21 06:15,1.2,0.0556
15/03/21 06:30,1.176,0.0556
15/03/21 06:45,1.152,0.0556
15/03/21 07:00,1.152,0.0556
15/03/21 07:15,1.152,0.06247
15/03/21 07:30,1.152,0.06247
15/03/21 07:45,1.38,0.06247
15/03/21 08:00,1.236,0.06247
15/03/21 08:15,1.356,0.06489
15/03/21 08:30,1.032,0.06489
15/03/21 08:45,1.056,0.06489
15/03/21 09:00,0.9,0.06489
15/03/21 09:15,0.984,0.06155
15/03/21 09:30,0.936,0.06155
15/03/21 09:45,0.876,0.06155
15/03/21 10:00,0.912,0.06155
15/03/21 10:15,1.056,0.05505
15/03/21 10:30,2.016,0.05505
15/03/21 10:45,0.624,0.05505
15/03/21 11:00,0.06,0.05505
15/03/21 11:15,-0.06,0.05042
15/03/21 11:30,-0.408,0.05042
15/03/21 11:45,-0.456,0.05042
15/03/21 12:00,-0.132,0.05042
15/03/21 12:15,-0.192,0.04743
15/03/21 12:30,-0.3,0.04743
15/03/21 12:45,-0.324,0.04743
15/03/21 13:00,-0.408,0.04743
15/03/21 13:15,-0.3,0.04407
15/03/21 13:30,0,0.04407
15/03/21 13:45,-0.096,0.04407
15/03/21 14:00,0,0.04407
15/03/21 14:15,-0.192,0.04131
15/03/21 14:30,0,0.04131
15/03/21 14:45,0.072,0.04131
15/03/21 15:00,-0.024,0.04131
15/03/21 15:15,-0.528,0.03978
15/03/21 15:30,-0.012,0.03978
15/03/21 15:45,-0.024,0.03978
15/03/21 16:00,-0.3,0.03978
15/03/21 16:15,-0.06,0.04298
15/03/21 16:30,0.264,0.04298
15/03/21 16:45,0.264,0.04298
15/03/21 17:00,0.24,0.04298
15/03/21 17:15,0.18,0.05058
15/03/21 17:30,0.288,0.05058
15/03/21 17:45,0.144,0.05058
15/03/21 18:00,0.552,0.05058
15/03/21 18:15,1.152,0.06197
15/03/21 18:30,0.336,0.06197
15/03/21 18:45,0.276,0.06197
15/03/21 19:00,0.36,0.06197
15/03/21 19:15,1.872,0.06782
15/03/21 19:30,0.336,0.06782
15/03/21 19:45,1.476,0.06782
15/03/21 20:00,0.384,0.06782
15/03/21 20:15,0.336,0.05993
15/03/21 20:30,1.236,0.05993
15/03/21 20:45,0.624,0.05993
15/03/21 21:00,0.612,0.05993
15/03/21 21:15,0.276,0.0559
15/03/21 21:30,0.276,0.0559
15/03/21 21:45,1.92,0.0559
15/03/21 22:00,2.016,0.0559
15/03/21 22:15,0.876,0.05076
15/03/21 22:30,0.324,0.05076
15/03/21 22:45,0.288,0.05076
15/03/21 23:00,0.204,0.05076
15/03/21 23:15,0.192,0.05
15/03/21 23:30,0.312,0.05
15/03/21 23:45,0.768,0.05
16/03/21 00:00,1.152,0.05
16/03/21 00:15,1.224,0.04546
16/03/21 00:30,1.248,0.04546
16/03/21 00:45,1.236,0.04546
16/03/21 01:00,1.176,0.04546
16/03/21 01:15,1.212,0.04476
16/03/21 01:30,1.236,0.04476
16/03/21 01:45,1.176,0.04476
16/03/21 02:00,1.224,0.04476
16/03/21 02:15,1.248,0.0451
16/03/21 02:30,1.248,0.0451
16/03/21 02:45,1.176,0.0451
16/03/21 03:00,1.224,0.0451
16/03/21 03:15,1.26,0.04308
16/03/21 03:30,1.26,0.04308
16/03/21 03:45,1.236,0.04308
16/03/21 04:00,1.2,0.04308
16/03/21 04:15,1.26,0.0441
16/03/21 04:30,1.224,0.0441
16/03/21 04:45,1.248,0.0441
16/03/21 05:00,1.236,0.0441
16/03/21 05:15,1.26,0.0474
16/03/21 05:30,1.248,0.0474
16/03/21 05:45,1.188,0.0474
